config,asset_id,ladder,from_hour,fitted_from,rate,step,level_noticeable,level_high,level_major,level_extreme
34246f3ed66a,block:FX,block,1583514000,1055718000,0.7096900861,510,4.548913078,6.632501358,13.54339236,16.74657306
34246f3ed66a,block:FX,block,1586224800,1055718000,0.7096900861,510,4.550076771,6.627630429,13.47454282,16.63321598
34246f3ed66a,block:FX,block,1588752000,1055718000,0.7096900861,510,4.554135719,6.622127811,13.36724022,16.45534665
34246f3ed66a,block:FX,block,1591279200,1055718000,0.7096900861,510,4.560254177,6.620183314,13.25505538,16.26469217
34246f3ed66a,block:FX,block,1593806400,1055718000,0.7096900861,510,4.550217811,6.606923945,13.27449121,16.31344255
34246f3ed66a,block:FX,block,1596506400,1055718000,0.7096900861,510,4.546089722,6.597253492,13.2347114,16.25586922
34246f3ed66a,block:FX,block,1599033600,1055718000,0.7096900861,510,4.540925641,6.587200917,13.20837951,16.2219731
34246f3ed66a,block:FX,block,1601560800,1055718000,0.7096900861,510,4.534071863,6.576257951,13.19459745,16.21038823
34246f3ed66a,block:FX,block,1604088000,1055718000,0.7096900861,510,4.52965287,6.566857283,13.17179861,16.18240632
34246f3ed66a,block:FX,block,1606795200,1055718000,0.7096900861,510,4.534122735,6.56270784,13.07055913,16.01388288
34246f3ed66a,block:FX,block,1609333200,1055718000,0.7096900861,510,4.534740589,6.556886565,13.00518334,15.90864084
34246f3ed66a,block:FX,block,1611860400,1055718000,0.7096900861,510,4.527214739,6.546906183,13.00050833,15.91073384
34246f3ed66a,block:FX,block,1614560400,1055718000,0.7096900861,510,4.518963193,6.537153582,13.0298222,15.97235791
34246f3ed66a,block:FX,block,1617084000,1055718000,0.7096900861,510,4.527568639,6.552758487,13.03392506,15.95991576
34246f3ed66a,block:FX,block,1619625600,1055718000,0.7096900861,510,4.522737192,6.544549377,13.01755063,15.94073723
34246f3ed66a,block:FX,block,1622167200,1055718000,0.7096900861,510,4.521822816,6.544685347,13.04300868,15.98497512
34246f3ed66a,block:FX,block,1624867200,1055718000,0.7096900861,510,4.529720697,6.606359052,13.50594879,16.70788553
34246f3ed66a,block:FX,block,1627470000,1055718000,0.7096900861,510,4.532166173,6.607556383,13.4936583,16.68616513
34246f3ed66a,block:FX,block,1630296000,1055718000,0.7096900861,510,4.538362841,6.610758557,13.43765873,16.58608022
34246f3ed66a,block:FX,block,1632927600,1055718000,0.7096900861,510,4.539629615,6.606979567,13.39638812,16.52047423
34246f3ed66a,block:FX,block,1635480000,1055718000,0.7096900861,510,4.531594608,6.593853054,13.41404175,16.56842247
34246f3ed66a,block:FX,block,1638190800,1055718000,0.7096900861,510,4.527478798,6.585407141,13.38502145,16.52776772
34246f3ed66a,block:FX,block,1640721600,1055718000,0.7096900861,510,4.528810108,6.587940245,13.36816393,16.49405232
34246f3ed66a,block:FX,block,1643248800,1055718000,0.7096900861,510,4.532616213,6.58984683,13.33845646,16.44121542
34246f3ed66a,block:FX,block,1645776000,1055718000,0.7096900861,510,4.543783736,6.597649731,13.25470277,16.28842328
34246f3ed66a,block:FX,block,1648472400,1055718000,0.7096900861,510,4.538059107,6.588546275,13.23476996,16.26359638
34246f3ed66a,block:FX,block,1650999600,1055718000,0.7096900861,510,4.536993565,6.582814268,13.19285179,16.19813504
34246f3ed66a,block:FX,block,1653526800,1055718000,0.7096900861,510,4.541823749,6.596944851,13.25387826,16.2861393
34246f3ed66a,block:FX,block,1656054000,1055718000,0.7096900861,510,4.540004074,6.588999036,13.20030631,16.20315835
34246f3ed66a,block:FX,block,1658764800,1055718000,0.7096900861,510,4.539571928,6.586140447,13.18886032,16.18755808
34246f3ed66a,block:FX,block,1661292000,1055718000,0.7096900861,510,4.555886776,6.626102246,13.32411369,16.37246574
34246f3ed66a,block:FX,block,1663819200,1055718000,0.7096900861,510,4.560729269,6.651772698,13.50263397,16.64948009
34246f3ed66a,block:FX,block,1666353600,1055718000,0.7096900861,510,4.565120071,6.66263575,13.54844547,16.71598915
34246f3ed66a,block:FX,block,1669100400,1055718000,0.7096900861,510,4.592513197,6.708099927,13.59447867,16.74256379
34246f3ed66a,block:FX,block,1671660000,1055718000,0.7096900861,510,4.597849981,6.722110356,13.64714356,16.81640862
34246f3ed66a,block:FX,block,1674216000,1055718000,0.7096900861,510,4.618969468,6.753745246,13.65407561,16.79230706
34246f3ed66a,block:FX,block,1676952000,1055718000,0.7096900861,510,4.633031548,6.776143359,13.66915176,16.79260957
34246f3ed66a,block:FX,block,1679500800,1055718000,0.7096900861,510,4.631353269,6.774055684,13.67791713,16.81036748
34246f3ed66a,block:FX,block,1682035200,1055718000,0.7096900861,510,4.637684567,6.786416648,13.70284347,16.83870012
34246f3ed66a,block:FX,block,1684735200,1055718000,0.7096900861,510,4.644728651,6.796741072,13.69305323,16.80956364
34246f3ed66a,block:FX,block,1687262400,1055718000,0.7096900861,510,4.641939058,6.790041129,13.66035073,16.76062055
34246f3ed66a,block:FX,block,1689789600,1055718000,0.7096900861,510,4.644351885,6.784186196,13.5963939,16.65992493
34246f3ed66a,block:FX,block,1692316800,1055718000,0.7096900861,510,4.643177632,6.778518598,13.55906184,16.60258881
34246f3ed66a,block:FX,block,1695016800,1055718000,0.7096900861,510,4.647959451,6.778081308,13.50022745,16.50371024
34246f3ed66a,block:FX,block,1697551200,1055718000,0.7096900861,510,4.653818493,6.779568935,13.43747684,16.39564367
34246f3ed66a,block:FX,block,1700100000,1055718000,0.7096900861,510,4.660367896,6.808407657,13.60871488,16.65429754
