ticker,date,kind,factor_step
SPY,2024-03-15,dividend,0.00309725
SPY,2024-06-21,dividend,0.00321577
SPY,2024-09-20,dividend,0.00305707
SPY,2024-12-20,dividend,0.00335361
SPY,2025-03-21,dividend,0.00299833
SPY,2025-06-20,dividend,0.00294758
SPY,2025-09-19,dividend,0.00276478
SPY,2025-12-19,dividend,0.00294616
SPY,2026-03-20,dividend,0.00272355
SPY,2026-06-18,dividend,0.00256964
TIP,2006-11-01,dividend,0.00559277
TIP,2007-03-01,dividend,0.00275406
TIP,2007-04-02,dividend,0.00365268
TIP,2007-05-01,dividend,0.00380522
TIP,2007-06-01,dividend,0.00448214
TIP,2007-07-02,dividend,0.00441659
TIP,2007-08-01,dividend,0.00441225
TIP,2007-09-04,dividend,0.00434423
TIP,2007-10-01,dividend,0.00407094
TIP,2007-11-01,dividend,0.00311109
TIP,2007-12-03,dividend,0.00398515
TIP,2007-12-27,dividend,0.00509159
TIP,2008-02-01,dividend,0.00511725
TIP,2008-03-03,dividend,0.00466990
TIP,2008-04-01,dividend,0.00574942
TIP,2008-05-01,dividend,0.00414339
TIP,2008-06-02,dividend,0.00773117
TIP,2008-07-01,dividend,0.00673865
TIP,2008-08-01,dividend,0.00877348
TIP,2008-09-02,dividend,0.00766614
TIP,2008-10-01,dividend,0.00789725
TIP,2009-04-01,dividend,0.00461312
TIP,2009-05-01,dividend,0.00619839
TIP,2009-06-01,dividend,0.00364117
TIP,2009-07-01,dividend,0.00382489
TIP,2009-09-01,dividend,0.00904497
TIP,2009-10-01,dividend,0.00046126
TIP,2009-11-02,dividend,0.00328934
TIP,2009-12-01,dividend,0.00195197
TIP,2009-12-29,dividend,0.00230230
TIP,2010-02-01,dividend,0.00197255
TIP,2010-03-01,dividend,0.00004274
TIP,2010-04-01,dividend,0.00424943
TIP,2010-05-03,dividend,0.00153989
TIP,2010-06-01,dividend,0.00510261
TIP,2010-07-01,dividend,0.00262471
TIP,2010-08-02,dividend,0.00180603
TIP,2010-09-01,dividend,0.00027805
TIP,2010-10-01,dividend,0.00124132
TIP,2010-11-01,dividend,0.00228307
TIP,2010-12-01,dividend,0.00163159
TIP,2010-12-28,dividend,0.00244891
TIP,2011-02-01,dividend,0.00152598
TIP,2011-03-01,dividend,0.00253713
